hour,updated_type,updated_subtype,lat_long_bin,count
15:00,Accident,Unclassified,"(41.95, -87.8)",1
15:00,Accident,Unclassified,"(41.95, -87.79)",1
15:00,Accident,Unclassified,"(41.95, -87.78)",1
15:00,Accident,Unclassified,"(41.95, -87.77)",2
15:00,Accident,Unclassified,"(41.95, -87.75)",2
15:00,Accident,Unclassified,"(41.95, -87.73)",7
15:00,Accident,Unclassified,"(41.95, -87.72)",13
15:00,Accident,Unclassified,"(41.95, -87.71)",1
15:00,Accident,Unclassified,"(41.95, -87.7)",1
15:00,Accident,Unclassified,"(41.95, -87.69)",7
15:00,Accident,Unclassified,"(41.95, -87.68)",2
15:00,Accident,Unclassified,"(41.95, -87.67)",3
15:00,Accident,Unclassified,"(41.95, -87.65)",2
15:00,Accident,Unclassified,"(41.95, -87.64)",3
15:00,Accident,Unclassified,"(41.96, -87.77)",1
15:00,Accident,Unclassified,"(41.96, -87.75)",4
15:00,Accident,Unclassified,"(41.96, -87.74)",4
15:00,Accident,Unclassified,"(41.96, -87.73)",3
15:00,Accident,Unclassified,"(41.96, -87.72)",2
15:00,Accident,Unclassified,"(41.96, -87.69)",1
15:00,Accident,Unclassified,"(41.96, -87.65)",3
15:00,Accident,Unclassified,"(41.96, -87.64)",1
15:00,Accident,Unclassified,"(41.97, -87.85)",2
15:00,Accident,Unclassified,"(41.97, -87.77)",6
15:00,Accident,Unclassified,"(41.97, -87.76)",9
15:00,Accident,Unclassified,"(41.97, -87.75)",8
15:00,Accident,Unclassified,"(41.97, -87.73)",1
15:00,Accident,Unclassified,"(41.97, -87.72)",1
15:00,Accident,Unclassified,"(41.97, -87.7)",1
15:00,Accident,Unclassified,"(41.97, -87.69)",2
15:00,Accident,Unclassified,"(41.97, -87.68)",1
15:00,Accident,Unclassified,"(41.97, -87.66)",1
15:00,Accident,Unclassified,"(41.98, -87.89)",1
15:00,Accident,Unclassified,"(41.98, -87.88)",3
15:00,Accident,Unclassified,"(41.98, -87.85)",2
15:00,Accident,Unclassified,"(41.98, -87.84)",1
15:00,Accident,Unclassified,"(41.98, -87.83)",1
15:00,Accident,Unclassified,"(41.98, -87.82)",2
15:00,Accident,Unclassified,"(41.98, -87.81)",2
15:00,Accident,Unclassified,"(41.98, -87.8)",4
15:00,Accident,Unclassified,"(41.98, -87.79)",5
15:00,Accident,Unclassified,"(41.98, -87.78)",14
15:00,Accident,Unclassified,"(41.98, -87.77)",9
15:00,Accident,Unclassified,"(41.98, -87.75)",2
15:00,Accident,Unclassified,"(41.98, -87.71)",3
15:00,Accident,Unclassified,"(41.98, -87.7)",1
15:00,Accident,Unclassified,"(41.98, -87.69)",1
15:00,Accident,Unclassified,"(41.98, -87.68)",2
15:00,Accident,Unclassified,"(41.98, -87.67)",2
15:00,Accident,Unclassified,"(41.98, -87.66)",2
15:00,Accident,Unclassified,"(41.99, -87.88)",1
15:00,Accident,Unclassified,"(41.99, -87.81)",1
15:00,Accident,Unclassified,"(41.99, -87.8)",1
15:00,Accident,Unclassified,"(41.99, -87.79)",1
15:00,Accident,Unclassified,"(41.99, -87.78)",1
15:00,Accident,Unclassified,"(41.99, -87.75)",6
15:00,Accident,Unclassified,"(41.99, -87.7)",2
15:00,Accident,Unclassified,"(41.99, -87.69)",2
15:00,Accident,Unclassified,"(41.99, -87.67)",3
15:00,Accident,Unclassified,"(41.99, -87.66)",9
15:00,Accident,Unclassified,"(41.99, -87.65)",1
15:00,Accident,Unclassified,"(42.0, -87.89)",1
15:00,Accident,Unclassified,"(42.0, -87.82)",1
15:00,Accident,Unclassified,"(42.0, -87.77)",2
15:00,Accident,Unclassified,"(42.0, -87.76)",1
15:00,Accident,Unclassified,"(42.0, -87.74)",1
15:00,Accident,Unclassified,"(42.0, -87.73)",1
15:00,Accident,Unclassified,"(42.0, -87.7)",1
15:00,Accident,Unclassified,"(42.0, -87.68)",1
15:00,Accident,Unclassified,"(42.0, -87.66)",2
15:00,Accident,Unclassified,"(42.01, -87.7)",1
15:00,Accident,Unclassified,"(42.01, -87.69)",1
15:00,Accident,Unclassified,"(42.01, -87.67)",1
15:00,Accident,Unclassified,"(42.01, -87.66)",3
15:00,Accident,Unclassified,"(42.02, -87.67)",1
15:00,Hazard,On Road,"(41.64, -87.61)",1
15:00,Hazard,On Road,"(41.65, -87.62)",2
15:00,Hazard,On Road,"(41.65, -87.61)",1
15:00,Hazard,On Road,"(41.65, -87.6)",1
15:00,Hazard,On Road,"(41.65, -87.58)",23
15:00,Hazard,On Road,"(41.65, -87.56)",1
15:00,Hazard,On Road,"(41.66, -87.65)",1
15:00,Hazard,On Road,"(41.66, -87.64)",3
15:00,Hazard,On Road,"(41.66, -87.63)",2
15:00,Hazard,On Road,"(41.66, -87.62)",3
15:00,Hazard,On Road,"(41.66, -87.6)",3
15:00,Hazard,On Road,"(41.66, -87.59)",52
15:00,Hazard,On Road,"(41.66, -87.58)",5
15:00,Hazard,On Road,"(41.66, -87.57)",4
15:00,Hazard,On Road,"(41.66, -87.56)",2
15:00,Hazard,On Road,"(41.67, -87.63)",1
15:00,Hazard,On Road,"(41.67, -87.6)",19
15:00,Hazard,On Road,"(41.67, -87.59)",11
15:00,Hazard,On Road,"(41.68, -87.72)",3
15:00,Hazard,On Road,"(41.68, -87.71)",1
15:00,Hazard,On Road,"(41.68, -87.68)",3
15:00,Hazard,On Road,"(41.68, -87.67)",1
15:00,Hazard,On Road,"(41.68, -87.66)",1
15:00,Hazard,On Road,"(41.68, -87.65)",1
15:00,Hazard,On Road,"(41.68, -87.64)",4
15:00,Hazard,On Road,"(41.68, -87.63)",1
15:00,Hazard,On Road,"(41.68, -87.62)",1
15:00,Hazard,On Road,"(41.68, -87.6)",25
15:00,Hazard,On Road,"(41.69, -87.71)",1
15:00,Hazard,On Road,"(41.69, -87.7)",3
15:00,Hazard,On Road,"(41.69, -87.68)",2
15:00,Hazard,On Road,"(41.69, -87.67)",2
15:00,Hazard,On Road,"(41.69, -87.66)",2
15:00,Hazard,On Road,"(41.69, -87.65)",2
15:00,Hazard,On Road,"(41.69, -87.64)",5
15:00,Hazard,On Road,"(41.69, -87.63)",3
15:00,Hazard,On Road,"(41.69, -87.62)",5
15:00,Hazard,On Road,"(41.69, -87.61)",2
15:00,Hazard,On Road,"(41.69, -87.6)",42
15:00,Hazard,On Road,"(41.69, -87.56)",3
15:00,Hazard,On Road,"(41.7, -87.72)",1
15:00,Hazard,On Road,"(41.7, -87.71)",1
15:00,Hazard,On Road,"(41.7, -87.67)",32
15:00,Hazard,On Road,"(41.7, -87.66)",5
15:00,Hazard,On Road,"(41.7, -87.65)",3
15:00,Hazard,On Road,"(41.7, -87.64)",3
15:00,Hazard,On Road,"(41.7, -87.63)",2
15:00,Hazard,On Road,"(41.7, -87.61)",2
15:00,Hazard,On Road,"(41.7, -87.6)",16
15:00,Hazard,On Road,"(41.7, -87.59)",15
15:00,Hazard,On Road,"(41.7, -87.56)",4
15:00,Hazard,On Road,"(41.71, -87.69)",1
15:00,Hazard,On Road,"(41.71, -87.68)",3
15:00,Hazard,On Road,"(41.71, -87.67)",4
15:00,Hazard,On Road,"(41.71, -87.66)",3
15:00,Hazard,On Road,"(41.71, -87.65)",7
15:00,Hazard,On Road,"(41.71, -87.64)",16
15:00,Hazard,On Road,"(41.71, -87.63)",3
15:00,Hazard,On Road,"(41.71, -87.62)",12
15:00,Hazard,On Road,"(41.71, -87.61)",43
15:00,Hazard,On Road,"(41.71, -87.6)",10
15:00,Hazard,On Road,"(41.71, -87.59)",25
15:00,Hazard,On Road,"(41.71, -87.58)",4
15:00,Hazard,On Road,"(41.71, -87.57)",4
15:00,Hazard,On Road,"(41.71, -87.56)",2
15:00,Hazard,On Road,"(41.72, -87.68)",2
15:00,Hazard,On Road,"(41.72, -87.67)",6
15:00,Hazard,On Road,"(41.72, -87.66)",6
15:00,Hazard,On Road,"(41.72, -87.65)",7
15:00,Hazard,On Road,"(41.72, -87.64)",6
15:00,Hazard,On Road,"(41.72, -87.63)",5
15:00,Hazard,On Road,"(41.72, -87.62)",27
15:00,Hazard,On Road,"(41.72, -87.61)",3
15:00,Hazard,On Road,"(41.72, -87.6)",1
15:00,Hazard,On Road,"(41.72, -87.59)",11
15:00,Hazard,On Road,"(41.72, -87.58)",9
15:00,Hazard,On Road,"(41.72, -87.57)",1
15:00,Hazard,On Road,"(41.73, -87.68)",1
15:00,Hazard,On Road,"(41.73, -87.67)",1
15:00,Hazard,On Road,"(41.73, -87.66)",1
15:00,Hazard,On Road,"(41.73, -87.64)",4
15:00,Hazard,On Road,"(41.73, -87.63)",1
15:00,Hazard,On Road,"(41.73, -87.62)",24
15:00,Hazard,On Road,"(41.73, -87.59)",5
15:00,Hazard,On Road,"(41.73, -87.58)",3
15:00,Hazard,On Road,"(41.73, -87.56)",3
15:00,Hazard,On Road,"(41.74, -87.74)",3
15:00,Hazard,On Road,"(41.74, -87.72)",3
15:00,Hazard,On Road,"(41.74, -87.7)",2
15:00,Hazard,On Road,"(41.74, -87.68)",2
15:00,Hazard,On Road,"(41.74, -87.67)",1
15:00,Hazard,On Road,"(41.74, -87.66)",6
15:00,Hazard,On Road,"(41.74, -87.64)",18
15:00,Hazard,On Road,"(41.74, -87.63)",25
15:00,Hazard,On Road,"(41.74, -87.62)",18
15:00,Hazard,On Road,"(41.74, -87.61)",6
15:00,Hazard,On Road,"(41.74, -87.6)",5
15:00,Hazard,On Road,"(41.74, -87.59)",5
15:00,Hazard,On Road,"(41.74, -87.58)",6
15:00,Hazard,On Road,"(41.74, -87.57)",10
15:00,Hazard,On Road,"(41.75, -87.74)",2
15:00,Hazard,On Road,"(41.75, -87.72)",1
15:00,Hazard,On Road,"(41.75, -87.71)",2
15:00,Hazard,On Road,"(41.75, -87.7)",1
15:00,Hazard,On Road,"(41.75, -87.68)",2
15:00,Hazard,On Road,"(41.75, -87.67)",2
15:00,Hazard,On Road,"(41.75, -87.66)",3
15:00,Hazard,On Road,"(41.75, -87.64)",2
15:00,Hazard,On Road,"(41.75, -87.63)",19
15:00,Hazard,On Road,"(41.75, -87.62)",14
15:00,Hazard,On Road,"(41.75, -87.6)",1
15:00,Hazard,On Road,"(41.75, -87.59)",6
15:00,Hazard,On Road,"(41.75, -87.58)",12
15:00,Hazard,On Road,"(41.75, -87.57)",1
15:00,Hazard,On Road,"(41.76, -87.8)",2
15:00,Hazard,On Road,"(41.76, -87.74)",12
15:00,Hazard,On Road,"(41.76, -87.71)",3
15:00,Hazard,On Road,"(41.76, -87.69)",1
15:00,Hazard,On Road,"(41.76, -87.68)",5
15:00,Hazard,On Road,"(41.76, -87.67)",1
15:00,Hazard,On Road,"(41.76, -87.66)",3
15:00,Hazard,On Road,"(41.76, -87.64)",4
15:00,Hazard,On Road,"(41.76, -87.63)",41
15:00,Hazard,On Road,"(41.76, -87.62)",9
15:00,Hazard,On Road,"(41.76, -87.61)",7
15:00,Hazard,On Road,"(41.76, -87.6)",17
15:00,Hazard,On Road,"(41.76, -87.59)",8
15:00,Hazard,On Road,"(41.76, -87.58)",2
15:00,Hazard,On Road,"(41.76, -87.56)",1
15:00,Hazard,On Road,"(41.77, -87.79)",1
15:00,Hazard,On Road,"(41.77, -87.74)",2
15:00,Hazard,On Road,"(41.77, -87.73)",3
15:00,Hazard,On Road,"(41.77, -87.72)",1
15:00,Hazard,On Road,"(41.77, -87.7)",1
15:00,Hazard,On Road,"(41.77, -87.69)",1
15:00,Hazard,On Road,"(41.77, -87.68)",16
15:00,Hazard,On Road,"(41.77, -87.67)",1
15:00,Hazard,On Road,"(41.77, -87.66)",1
15:00,Hazard,On Road,"(41.77, -87.65)",4
15:00,Hazard,On Road,"(41.77, -87.64)",2
15:00,Hazard,On Road,"(41.77, -87.63)",27
15:00,Hazard,On Road,"(41.77, -87.62)",16
15:00,Hazard,On Road,"(41.77, -87.61)",26
15:00,Hazard,On Road,"(41.77, -87.6)",4
15:00,Hazard,On Road,"(41.77, -87.59)",11
15:00,Hazard,On Road,"(41.77, -87.58)",1
15:00,Hazard,On Road,"(41.77, -87.57)",6
15:00,Hazard,On Road,"(41.78, -87.8)",5
15:00,Hazard,On Road,"(41.78, -87.79)",36
15:00,Hazard,On Road,"(41.78, -87.78)",5
15:00,Hazard,On Road,"(41.78, -87.77)",1
15:00,Hazard,On Road,"(41.78, -87.76)",10
15:00,Hazard,On Road,"(41.78, -87.75)",4
15:00,Hazard,On Road,"(41.78, -87.74)",11
15:00,Hazard,On Road,"(41.78, -87.73)",1
15:00,Hazard,On Road,"(41.78, -87.72)",2
15:00,Hazard,On Road,"(41.78, -87.71)",1
15:00,Hazard,On Road,"(41.78, -87.7)",4
15:00,Hazard,On Road,"(41.78, -87.69)",2
15:00,Hazard,On Road,"(41.78, -87.68)",3
15:00,Hazard,On Road,"(41.78, -87.67)",1
15:00,Hazard,On Road,"(41.78, -87.66)",1
15:00,Hazard,On Road,"(41.78, -87.65)",1
15:00,Hazard,On Road,"(41.78, -87.64)",4
15:00,Hazard,On Road,"(41.78, -87.63)",46
15:00,Hazard,On Road,"(41.78, -87.62)",6
15:00,Hazard,On Road,"(41.78, -87.61)",7
15:00,Hazard,On Road,"(41.78, -87.6)",2
15:00,Hazard,On Road,"(41.78, -87.59)",9
15:00,Hazard,On Road,"(41.78, -87.58)",11
15:00,Hazard,On Road,"(41.78, -87.57)",2
15:00,Hazard,On Road,"(41.79, -87.8)",12
15:00,Hazard,On Road,"(41.79, -87.79)",4
15:00,Hazard,On Road,"(41.79, -87.78)",3
15:00,Hazard,On Road,"(41.79, -87.77)",2
15:00,Hazard,On Road,"(41.79, -87.76)",4
15:00,Hazard,On Road,"(41.79, -87.75)",12
15:00,Hazard,On Road,"(41.79, -87.74)",18
15:00,Hazard,On Road,"(41.79, -87.72)",6
15:00,Hazard,On Road,"(41.79, -87.71)",2
15:00,Hazard,On Road,"(41.79, -87.7)",3
15:00,Hazard,On Road,"(41.79, -87.69)",1
15:00,Hazard,On Road,"(41.79, -87.68)",9
15:00,Hazard,On Road,"(41.79, -87.67)",3
15:00,Hazard,On Road,"(41.79, -87.66)",5
15:00,Hazard,On Road,"(41.79, -87.65)",7
15:00,Hazard,On Road,"(41.79, -87.64)",6
15:00,Hazard,On Road,"(41.79, -87.63)",48
15:00,Hazard,On Road,"(41.79, -87.62)",11
15:00,Hazard,On Road,"(41.79, -87.61)",8
15:00,Hazard,On Road,"(41.79, -87.6)",9
15:00,Hazard,On Road,"(41.79, -87.59)",11
15:00,Hazard,On Road,"(41.79, -87.58)",9
15:00,Hazard,On Road,"(41.8, -87.8)",3
15:00,Hazard,On Road,"(41.8, -87.79)",1
15:00,Hazard,On Road,"(41.8, -87.77)",5
15:00,Hazard,On Road,"(41.8, -87.76)",2
15:00,Hazard,On Road,"(41.8, -87.75)",2
15:00,Hazard,On Road,"(41.8, -87.74)",17
15:00,Hazard,On Road,"(41.8, -87.73)",2
15:00,Hazard,On Road,"(41.8, -87.72)",2
15:00,Hazard,On Road,"(41.8, -87.69)",2
15:00,Hazard,On Road,"(41.8, -87.68)",3
15:00,Hazard,On Road,"(41.8, -87.67)",3
15:00,Hazard,On Road,"(41.8, -87.66)",3
15:00,Hazard,On Road,"(41.8, -87.63)",36
15:00,Hazard,On Road,"(41.8, -87.62)",2
15:00,Hazard,On Road,"(41.8, -87.61)",3
15:00,Hazard,On Road,"(41.8, -87.6)",3
15:00,Hazard,On Road,"(41.8, -87.59)",2
15:00,Hazard,On Road,"(41.8, -87.58)",5
15:00,Hazard,On Road,"(41.81, -87.76)",3
15:00,Hazard,On Road,"(41.81, -87.75)",6
15:00,Hazard,On Road,"(41.81, -87.74)",32
15:00,Hazard,On Road,"(41.81, -87.73)",1
15:00,Hazard,On Road,"(41.81, -87.72)",11
15:00,Hazard,On Road,"(41.81, -87.71)",2
15:00,Hazard,On Road,"(41.81, -87.7)",1
15:00,Hazard,On Road,"(41.81, -87.68)",8
15:00,Hazard,On Road,"(41.81, -87.67)",3
15:00,Hazard,On Road,"(41.81, -87.66)",2
15:00,Hazard,On Road,"(41.81, -87.65)",5
15:00,Hazard,On Road,"(41.81, -87.64)",1
15:00,Hazard,On Road,"(41.81, -87.63)",77
15:00,Hazard,On Road,"(41.81, -87.62)",2
15:00,Hazard,On Road,"(41.81, -87.61)",5
15:00,Hazard,On Road,"(41.81, -87.6)",4
15:00,Hazard,On Road,"(41.81, -87.59)",15
15:00,Hazard,On Road,"(41.82, -87.75)",14
15:00,Hazard,On Road,"(41.82, -87.74)",58
15:00,Hazard,On Road,"(41.82, -87.73)",30
15:00,Hazard,On Road,"(41.82, -87.72)",42
15:00,Hazard,On Road,"(41.82, -87.71)",1
15:00,Hazard,On Road,"(41.82, -87.7)",1
15:00,Hazard,On Road,"(41.82, -87.69)",2
15:00,Hazard,On Road,"(41.82, -87.68)",6
15:00,Hazard,On Road,"(41.82, -87.67)",3
15:00,Hazard,On Road,"(41.82, -87.66)",1
15:00,Hazard,On Road,"(41.82, -87.65)",1
15:00,Hazard,On Road,"(41.82, -87.64)",3
15:00,Hazard,On Road,"(41.82, -87.63)",39
15:00,Hazard,On Road,"(41.82, -87.62)",4
15:00,Hazard,On Road,"(41.82, -87.61)",2
15:00,Hazard,On Road,"(41.82, -87.6)",14
15:00,Hazard,On Road,"(41.82, -87.59)",2
15:00,Hazard,On Road,"(41.83, -87.74)",1
15:00,Hazard,On Road,"(41.83, -87.72)",27
15:00,Hazard,On Road,"(41.83, -87.71)",45
15:00,Hazard,On Road,"(41.83, -87.7)",23
15:00,Hazard,On Road,"(41.83, -87.69)",29
15:00,Hazard,On Road,"(41.83, -87.68)",7
15:00,Hazard,On Road,"(41.83, -87.67)",14
15:00,Hazard,On Road,"(41.83, -87.65)",4
15:00,Hazard,On Road,"(41.83, -87.64)",7
15:00,Hazard,On Road,"(41.83, -87.63)",49
15:00,Hazard,On Road,"(41.83, -87.62)",1
15:00,Hazard,On Road,"(41.83, -87.61)",9
15:00,Hazard,On Road,"(41.83, -87.6)",2
15:00,Hazard,On Road,"(41.84, -87.74)",4
15:00,Hazard,On Road,"(41.84, -87.73)",4
15:00,Hazard,On Road,"(41.84, -87.72)",1
15:00,Hazard,On Road,"(41.84, -87.71)",3
15:00,Hazard,On Road,"(41.84, -87.7)",2
15:00,Hazard,On Road,"(41.84, -87.69)",22
15:00,Hazard,On Road,"(41.84, -87.68)",29
15:00,Hazard,On Road,"(41.84, -87.67)",30
15:00,Hazard,On Road,"(41.84, -87.66)",17
15:00,Hazard,On Road,"(41.84, -87.65)",12
15:00,Hazard,On Road,"(41.84, -87.64)",1
15:00,Hazard,On Road,"(41.84, -87.63)",69
15:00,Hazard,On Road,"(41.84, -87.62)",1
15:00,Hazard,On Road,"(41.84, -87.61)",29
15:00,Hazard,On Road,"(41.85, -87.74)",5
15:00,Hazard,On Road,"(41.85, -87.73)",21
15:00,Hazard,On Road,"(41.85, -87.72)",4
15:00,Hazard,On Road,"(41.85, -87.71)",4
15:00,Hazard,On Road,"(41.85, -87.7)",3
15:00,Hazard,On Road,"(41.85, -87.69)",8
15:00,Hazard,On Road,"(41.85, -87.68)",16
15:00,Hazard,On Road,"(41.85, -87.67)",11
15:00,Hazard,On Road,"(41.85, -87.66)",6
15:00,Hazard,On Road,"(41.85, -87.65)",38
15:00,Hazard,On Road,"(41.85, -87.64)",79
15:00,Hazard,On Road,"(41.85, -87.63)",53
15:00,Hazard,On Road,"(41.85, -87.62)",41
15:00,Hazard,On Road,"(41.85, -87.61)",34
15:00,Hazard,On Road,"(41.86, -87.74)",2
15:00,Hazard,On Road,"(41.86, -87.73)",7
15:00,Hazard,On Road,"(41.86, -87.72)",4
15:00,Hazard,On Road,"(41.86, -87.71)",2
15:00,Hazard,On Road,"(41.86, -87.7)",5
15:00,Hazard,On Road,"(41.86, -87.69)",23
15:00,Hazard,On Road,"(41.86, -87.68)",18
15:00,Hazard,On Road,"(41.86, -87.67)",11
15:00,Hazard,On Road,"(41.86, -87.66)",6
15:00,Hazard,On Road,"(41.86, -87.65)",6
15:00,Hazard,On Road,"(41.86, -87.64)",68
15:00,Hazard,On Road,"(41.86, -87.63)",13
15:00,Hazard,On Road,"(41.86, -87.62)",43
15:00,Hazard,On Road,"(41.87, -87.78)",4
15:00,Hazard,On Road,"(41.87, -87.77)",28
15:00,Hazard,On Road,"(41.87, -87.76)",42
15:00,Hazard,On Road,"(41.87, -87.75)",41
15:00,Hazard,On Road,"(41.87, -87.74)",53
15:00,Hazard,On Road,"(41.87, -87.73)",61
15:00,Hazard,On Road,"(41.87, -87.72)",46
15:00,Hazard,On Road,"(41.87, -87.71)",44
15:00,Hazard,On Road,"(41.87, -87.7)",27
15:00,Hazard,On Road,"(41.87, -87.69)",11
15:00,Hazard,On Road,"(41.87, -87.68)",16
15:00,Hazard,On Road,"(41.87, -87.67)",11
15:00,Hazard,On Road,"(41.87, -87.66)",6
15:00,Hazard,On Road,"(41.87, -87.65)",36
15:00,Hazard,On Road,"(41.87, -87.64)",70
15:00,Hazard,On Road,"(41.87, -87.63)",18
15:00,Hazard,On Road,"(41.87, -87.62)",49
15:00,Hazard,On Road,"(41.87, -87.61)",2
15:00,Hazard,On Road,"(41.88, -87.77)",1
15:00,Hazard,On Road,"(41.88, -87.76)",2
15:00,Hazard,On Road,"(41.88, -87.75)",4
15:00,Hazard,On Road,"(41.88, -87.74)",9
15:00,Hazard,On Road,"(41.88, -87.73)",2
15:00,Hazard,On Road,"(41.88, -87.72)",2
15:00,Hazard,On Road,"(41.88, -87.71)",6
15:00,Hazard,On Road,"(41.88, -87.7)",47
15:00,Hazard,On Road,"(41.88, -87.69)",39
15:00,Hazard,On Road,"(41.88, -87.68)",80
15:00,Hazard,On Road,"(41.88, -87.67)",90
15:00,Hazard,On Road,"(41.88, -87.66)",36
15:00,Hazard,On Road,"(41.88, -87.65)",84
15:00,Hazard,On Road,"(41.88, -87.64)",41
15:00,Hazard,On Road,"(41.88, -87.63)",46
15:00,Hazard,On Road,"(41.88, -87.62)",64
15:00,Hazard,On Road,"(41.88, -87.61)",7
15:00,Hazard,On Road,"(41.89, -87.77)",2
15:00,Hazard,On Road,"(41.89, -87.76)",5
15:00,Hazard,On Road,"(41.89, -87.75)",7
15:00,Hazard,On Road,"(41.89, -87.74)",3
15:00,Hazard,On Road,"(41.89, -87.73)",4
15:00,Hazard,On Road,"(41.89, -87.72)",8
15:00,Hazard,On Road,"(41.89, -87.71)",9
15:00,Hazard,On Road,"(41.89, -87.7)",4
15:00,Hazard,On Road,"(41.89, -87.69)",13
15:00,Hazard,On Road,"(41.89, -87.68)",8
15:00,Hazard,On Road,"(41.89, -87.67)",14
15:00,Hazard,On Road,"(41.89, -87.66)",17
15:00,Hazard,On Road,"(41.89, -87.65)",75
15:00,Hazard,On Road,"(41.89, -87.64)",47
15:00,Hazard,On Road,"(41.89, -87.63)",50
15:00,Hazard,On Road,"(41.89, -87.62)",79
15:00,Hazard,On Road,"(41.89, -87.61)",46
15:00,Hazard,On Road,"(41.89, -87.6)",1
15:00,Hazard,On Road,"(41.9, -87.77)",1
15:00,Hazard,On Road,"(41.9, -87.76)",6
15:00,Hazard,On Road,"(41.9, -87.75)",8
15:00,Hazard,On Road,"(41.9, -87.74)",3
15:00,Hazard,On Road,"(41.9, -87.73)",4
15:00,Hazard,On Road,"(41.9, -87.72)",8
15:00,Hazard,On Road,"(41.9, -87.71)",3
15:00,Hazard,On Road,"(41.9, -87.7)",17
15:00,Hazard,On Road,"(41.9, -87.69)",12
15:00,Hazard,On Road,"(41.9, -87.68)",7
15:00,Hazard,On Road,"(41.9, -87.67)",19
15:00,Hazard,On Road,"(41.9, -87.66)",52
15:00,Hazard,On Road,"(41.9, -87.65)",14
15:00,Hazard,On Road,"(41.9, -87.64)",19
15:00,Hazard,On Road,"(41.9, -87.63)",35
15:00,Hazard,On Road,"(41.9, -87.62)",60
15:00,Hazard,On Road,"(41.91, -87.8)",1
15:00,Hazard,On Road,"(41.91, -87.79)",4
15:00,Hazard,On Road,"(41.91, -87.78)",3
15:00,Hazard,On Road,"(41.91, -87.76)",1
15:00,Hazard,On Road,"(41.91, -87.75)",8
15:00,Hazard,On Road,"(41.91, -87.74)",13
15:00,Hazard,On Road,"(41.91, -87.73)",4
15:00,Hazard,On Road,"(41.91, -87.71)",4
15:00,Hazard,On Road,"(41.91, -87.7)",2
15:00,Hazard,On Road,"(41.91, -87.69)",7
15:00,Hazard,On Road,"(41.91, -87.68)",12
15:00,Hazard,On Road,"(41.91, -87.67)",27
15:00,Hazard,On Road,"(41.91, -87.66)",55
15:00,Hazard,On Road,"(41.91, -87.65)",24
15:00,Hazard,On Road,"(41.91, -87.64)",7
15:00,Hazard,On Road,"(41.91, -87.63)",53
15:00,Hazard,On Road,"(41.91, -87.62)",2
15:00,Hazard,On Road,"(41.92, -87.81)",3
15:00,Hazard,On Road,"(41.92, -87.8)",5
15:00,Hazard,On Road,"(41.92, -87.79)",6
15:00,Hazard,On Road,"(41.92, -87.78)",11
15:00,Hazard,On Road,"(41.92, -87.77)",15
15:00,Hazard,On Road,"(41.92, -87.76)",13
15:00,Hazard,On Road,"(41.92, -87.75)",6
15:00,Hazard,On Road,"(41.92, -87.74)",8
15:00,Hazard,On Road,"(41.92, -87.73)",12
15:00,Hazard,On Road,"(41.92, -87.72)",8
15:00,Hazard,On Road,"(41.92, -87.71)",7
15:00,Hazard,On Road,"(41.92, -87.7)",14
15:00,Hazard,On Road,"(41.92, -87.69)",28
15:00,Hazard,On Road,"(41.92, -87.68)",28
15:00,Hazard,On Road,"(41.92, -87.67)",35
15:00,Hazard,On Road,"(41.92, -87.66)",18
15:00,Hazard,On Road,"(41.92, -87.65)",16
15:00,Hazard,On Road,"(41.92, -87.64)",9
15:00,Hazard,On Road,"(41.92, -87.63)",34
15:00,Hazard,On Road,"(41.93, -87.81)",1
15:00,Hazard,On Road,"(41.93, -87.8)",4
15:00,Hazard,On Road,"(41.93, -87.79)",6
15:00,Hazard,On Road,"(41.93, -87.78)",3
15:00,Hazard,On Road,"(41.93, -87.77)",5
15:00,Hazard,On Road,"(41.93, -87.76)",4
15:00,Hazard,On Road,"(41.93, -87.75)",20
15:00,Hazard,On Road,"(41.93, -87.74)",3
15:00,Hazard,On Road,"(41.93, -87.73)",2
15:00,Hazard,On Road,"(41.93, -87.72)",7
15:00,Hazard,On Road,"(41.93, -87.71)",31
15:00,Hazard,On Road,"(41.93, -87.7)",48
15:00,Hazard,On Road,"(41.93, -87.69)",58
15:00,Hazard,On Road,"(41.93, -87.68)",31
15:00,Hazard,On Road,"(41.93, -87.67)",24
15:00,Hazard,On Road,"(41.93, -87.66)",7
15:00,Hazard,On Road,"(41.93, -87.65)",13
15:00,Hazard,On Road,"(41.93, -87.64)",8
15:00,Hazard,On Road,"(41.93, -87.63)",26
15:00,Hazard,On Road,"(41.94, -87.9)",1
15:00,Hazard,On Road,"(41.94, -87.84)",8
15:00,Hazard,On Road,"(41.94, -87.83)",1
15:00,Hazard,On Road,"(41.94, -87.82)",1
15:00,Hazard,On Road,"(41.94, -87.81)",6
15:00,Hazard,On Road,"(41.94, -87.8)",4
15:00,Hazard,On Road,"(41.94, -87.79)",7
15:00,Hazard,On Road,"(41.94, -87.78)",1
15:00,Hazard,On Road,"(41.94, -87.77)",10
15:00,Hazard,On Road,"(41.94, -87.76)",5
15:00,Hazard,On Road,"(41.94, -87.75)",2
15:00,Hazard,On Road,"(41.94, -87.74)",5
15:00,Hazard,On Road,"(41.94, -87.73)",22
15:00,Hazard,On Road,"(41.94, -87.72)",25
15:00,Hazard,On Road,"(41.94, -87.71)",104
15:00,Hazard,On Road,"(41.94, -87.7)",27
